sequence,price,open_24h,volume_24h,high_24h,volume_30d,best_bid,best_ask,trade_id,last_size,hour_of_day,side_buy,side_sell,spread,last_size_5_mean,last_size_5_std,last_size_5_var,last_size_10_mean,last_size_10_std,last_size_10_var,last_size_15_mean,last_size_15_std,last_size_15_var,hour_15,hour_16,hour_17,hour_18,hour_19
1294546568,0.8000000000000007,0.0,0.0,0.0,0.0,0.75,1.0,7992573,0.015450703249497679,19,1,0,0.25,0.015450703249497679,0.09021747753646364,0.008139193253042323,0.015450703249497679,0.09021747753646364,0.008139193253042323,0.015450703249497679,0.09021747753646364,0.008139193253042323,0,0,0,0,1
1294546570,1.0,0.0,0.045430405258230167,0.0,0.045430405258230167,0.75,1.0,7992574,0.14303748354465462,19,1,0,0.25,0.07924409339707615,0.09021747753646364,0.008139193253042323,0.07924409339707615,0.09021747753646364,0.008139193253042323,0.07924409339707615,0.09021747753646364,0.008139193253042323,0,0,0,0,1
1294546598,0.8000000000000007,0.0,0.051426518064545235,0.0,0.051426518064545235,1.0,0.0,7992575,0.015450703249497679,19,1,0,-1.0,0.05797963001455,0.0736622619484465,0.005426128835361549,0.05797963001455,0.0736622619484465,0.005426128835361549,0.05797963001455,0.0736622619484465,0.005426128835361549,0,0,0,0,1
1294546600,0.8000000000000007,0.0,0.054604886143351905,0.0,0.054604886139713926,1.0,1.0,7992576,0.006334095475646089,19,1,0,0.0,0.04506824637982402,0.06545406429723553,0.004284234533026644,0.04506824637982402,0.06545406429723553,0.004284234533026644,0.04506824637982402,0.06545406429723553,0.004284234533026644,0,0,0,0,1
1294546602,1.0,0.0,0.12262350492892438,0.0,0.12262350493256235,1.0,1.0,7992577,0.2161200027714266,19,1,0,0.0,0.07927859765814453,0.09520985543892194,0.009064916572700414,0.07927859765814453,0.09520985543892194,0.009064916572700414,0.07927859765814453,0.09520985543892194,0.009064916572700414,0,0,0,0,1
1294546624,0.40000000000000213,0.0,0.12596419635156053,0.0,0.12596419635156053,0.75,1.0,7992578,0.006859280814799419,19,0,1,0.25,0.07756031317120489,0.09671538286426674,0.009353865282581702,0.06720871151758702,0.09014447385634056,0.008126026166836466,0.06720871151758702,0.09014447385634056,0.008126026166836466,0,0,0,0,1
1294546626,0.40000000000000213,0.0,0.1348491506469145,0.0,0.13484915065055247,0.75,1.0,7992579,0.024797339430471837,19,0,1,0.25,0.053912284348368325,0.09098899157611016,0.008278996588037445,0.06114994407657056,0.08383703902627984,0.007028649112693969,0.06114994407657056,0.08383703902627984,0.007028649112693969,0,0,0,0,1
1294546628,0.40000000000000213,0.0,0.14084526345322956,0.0,0.14084526345322956,0.75,1.0,7992580,0.015450703249497679,19,0,1,0.25,0.05391228434836833,0.09098899157611016,0.008278996588037445,0.05543753897318645,0.0792818324638783,0.006285608958830466,0.05543753897318645,0.0792818324638783,0.006285608958830466,0,0,0,0,1
1294546630,0.40000000000000213,0.0,0.14324370857866597,0.0,0.143243708575028,0.75,1.0,7992581,0.003810711563777454,19,0,1,0.25,0.053407607565994594,0.0913252380204367,0.008340299099489417,0.04970122481658545,0.07613183000496998,0.005796055539905648,0.04970122481658545,0.07613183000496998,0.005796055539905648,0,0,0,0,1
1294546632,0.40000000000000213,0.0,0.45354254627454793,0.0,0.45354254627090995,0.5,1.0,7992582,1.0,19,0,1,0.5,0.21018360701170927,0.44159638252803585,0.19500736506184735,0.1447311023349269,0.3089641169785171,0.09545882558031481,0.1447311023349269,0.3089641169785171,0.09545882558031481,0,0,0,0,1
1294546634,0.1999999999999993,0.0,0.6141694141697371,0.0,0.6141694141697371,0.25,1.0,7992583,0.5157472458948243,19,0,1,0.75,0.31196120002771427,0.44166288723153857,0.19506610595769874,0.19476075659945957,0.3257537113899458,0.10611548048432412,0.17845984265855394,0.3137305375386474,0.09842685018428864,0,0,0,0,1
1294546636,0.0,0.0,0.6633276884203951,0.0,0.6633276884167572,0.25,1.0,7992584,0.15509873207233427,19,0,1,0.75,0.3380214785560868,0.42397272443691864,0.17975287106646334,0.19596688145222751,0.3255631968350983,0.10599139513348899,0.17651308344303562,0.29920633878697844,0.08952443317030813,0,0,0,0,1
1294546638,0.0,0.0,0.7498751523598912,0.0,0.7498751523635292,0.25,1.0,7992585,0.27606873137947757,19,0,1,0.75,0.3901450841820827,0.3889773035632723,0.1513033426873541,0.22202868426522554,0.31988897315433484,0.10232895514573477,0.18417121020737734,0.2877958886284732,0.08282647351145257,0,0,0,0,1
1294546640,0.0,0.0,0.751095789612009,0.0,0.751095789608371,0.25,1.0,7992586,0.0,19,0,1,0.75,0.38938294186932726,0.38992608456281713,0.1520423514224892,0.22139527471766093,0.3203694334910705,0.10263657391538944,0.17101612376399325,0.28085226456079115,0.07887799450892462,0,0,0,0,1
1294546642,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7992587,0.8013621561698885,19,0,1,1.0,0.34965537310330497,0.3150998605304404,0.09928792210630301,0.2799194900575071,0.3690546605878282,0.13620134250159707,0.21303919259105292,0.31580520380237304,0.09973292674865837,0,0,0,0,1
