price,size,remaining_size,remaining_size_change,type_change,type_done,type_match,type_open,type_received,side_buy,side_sell,reason_canceled,reason_filled,reason_missing,hour_of_day,price_5_mean,price_5_std,price_5_var,price_10_mean,price_10_std,price_10_var,price_15_mean,price_15_std,price_15_var,size_5_mean,size_5_std,size_5_var,size_10_mean,size_10_std,size_10_var,size_15_mean,size_15_std,size_15_var,signed_size,order_flow_imbalance,cancel_to_received_ratio,hour_15,hour_16,hour_17,hour_18,hour_19
0.9999999999999999,0.3331648413367031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.3331648413367031,0.044459760827764136,0.0019766703328619904,0.3331648413367031,0.044459760827764136,0.0019766703328619904,0.3331648413367031,0.044459760827764136,0.0019766703328619904,0.0,0.0,0.0,0,0,0,0,1
0.9999999999999999,0.3960404380791912,0.5119123895711539,0.5288211599896819,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.36460263970794715,0.044459760827764136,0.0019766703328619904,0.36460263970794715,0.044459760827764136,0.0019766703328619904,0.36460263970794715,0.044459760827764136,0.0019766703328619904,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19,0.9891304347826085,0.018826639212705158,0.00035444234404536756,0.9891304347826085,0.018826639212705158,0.00035444234404536756,0.9891304347826085,0.018826639212705158,0.00035444234404536756,0.5764017598052981,0.36819144067789955,0.13556493698846722,0.5764017598052981,0.36819144067789955,0.13556493698846722,0.5764017598052981,0.36819144067789955,0.13556493698846722,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.3960404380791912,0.9680255411510804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19,0.983695652173913,0.018826639212705158,0.0003544423440453675,0.983695652173913,0.018826639212705158,0.0003544423440453675,0.983695652173913,0.018826639212705158,0.0003544423440453675,0.5313114293737713,0.31386171517513123,0.0985091762526752,0.5313114293737713,0.31386171517513123,0.0985091762526752,0.5313114293737713,0.31386171517513123,0.0985091762526752,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.8873209772535805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19,0.9804347826086955,0.01786051817951625,0.0003189981096408305,0.9804347826086955,0.01786051817951625,0.0003189981096408305,0.9804347826086955,0.01786051817951625,0.0003189981096408305,0.6025133389497331,0.3150086377003393,0.09923044182582363,0.6025133389497331,0.3150086377003393,0.09923044182582363,0.6025133389497331,0.3150086377003393,0.09923044182582363,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.3960404380791912,0.890953443925676,0.9203821656050956,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19,0.9739130434782608,0.014583052027172473,0.00021266540642721917,0.9782608695652173,0.01683905802698873,0.00028355387523629357,0.9782608695652173,0.01683905802698873,0.00028355387523629357,0.6150884582982308,0.30257790104271076,0.09155338619941247,0.5681011888046429,0.2940910231991251,0.08648952992630835,0.5681011888046429,0.2940910231991251,0.08648952992630835,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.35998315080033694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19,0.967391304347826,0.0,0.0,0.9767080745341614,0.01591141423285648,0.0002531731028895477,0.9767080745341614,0.01591141423285648,0.0002531731028895477,0.6078770008424599,0.30945524795848195,0.09576255048904554,0.5383700405183134,0.27975381413108485,0.07826219652088957,0.5383700405183134,0.27975381413108485,0.07826219652088957,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.3960404380791912,0.5302560289107828,0.5477707006369427,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19,0.967391304347826,0.0,0.0,0.9755434782608695,0.01509489293107417,0.00022785579260059294,0.9755434782608695,0.01509489293107417,0.00022785579260059294,0.4870850884582982,0.22428277593482263,0.05030276358102985,0.5205788402134232,0.2638448354592163,0.0696140971985009,0.5205788402134232,0.2638448354592163,0.0696140971985009,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.43209772535804547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19,0.967391304347826,0.0,0.0,0.9746376811594202,0.014379083212307523,0.00020675803402646402,0.9746376811594202,0.014379083212307523,0.00020675803402646402,0.4942965459140691,0.22118177505674075,0.04892137761725066,0.5107476052294923,0.24856028178385958,0.061782213680471675,0.5107476052294923,0.24856028178385958,0.061782213680471675,0.0,0.0,0.0,0,0,0,0,1
0.967391304347826,0.3960404380791912,0.5795821711350417,0.5987261146496815,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19,0.967391304347826,0.0,0.0,0.9739130434782608,0.01374903330507988,0.0001890359168241958,0.9739130434782608,0.01374903330507988,0.0001890359168241958,0.3960404380791912,0.025496352346070016,0.0006500639829549501,0.4992768885144622,0.2371356082310185,0.056233296691095086,0.4992768885144622,0.2371356082310185,0.056233296691095086,0.0,0.0,0.0,0,0,0,0,1
0.9999999999999999,0.3960404380791912,0.5119123895711539,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19,0.9739130434782608,0.014583052027172473,0.00021266540642721917,0.9739130434782608,0.01374903330507988,0.0001890359168241958,0.9762845849802371,0.015231501081421054,0.00023199862519333075,0.3960404380791912,0.025496352346070016,0.0006500639829549501,0.5055644481887109,0.23304002723284625,0.05430765429268572,0.4898917566567103,0.22710978561446196,0.05157885472184687,0.0,0.0,1.0,0,0,0,0,1
0.9565217391304347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19,0.9717391304347827,0.01648451183489461,0.0002717391304347804,0.9695652173913043,0.011226038684659214,0.00012602394454946516,0.9746376811594203,0.015603055707940695,0.0002434553474251007,0.32404380791912385,0.18181761657485238,0.033057645696960035,0.4659604043807919,0.28219063459076765,0.07963155425074014,0.4490674436019844,0.2586297785747705,0.06688936236563482,0.0,0.0,0.0,0,0,0,0,1
0.9565217391304347,0.3960404380791912,0.28402868577496726,0.29341032204297873,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,19,0.9695652173913043,0.017860518179516213,0.00031899810964082916,0.968478260869565,0.011962010158854522,0.0001430896870405388,0.9732441471571905,0.015761109827869203,0.00024841258300615517,0.3240438079191238,0.18181761657485238,0.033057645696960035,0.40556444818871096,0.21079157294235082,0.0444330872235104,0.44498844317715414,0.24805553010005682,0.061531546013220195,0.3960404380791912,0.3960404380791912,0.0,0,0,0,0,1
