type,sequence,product_id,price,open_24h,volume_24h,low_24h,high_24h,volume_30d,best_bid,best_ask,side,time,trade_id,last_size
ticker,1294585295,WLUNA-USD,1.24,24.85,54419312.59,0.95,25.16,70267685.15,1.23,1.25,buy,2022-05-11T19:18:29.317498Z,7995701,2.255
ticker,1294585297,WLUNA-USD,1.25,24.85,54420018.148,0.95,25.16,70268390.708,1.23,1.25,buy,2022-05-11T19:18:29.317498Z,7995702,705.558
ticker,1294585299,WLUNA-USD,1.25,24.85,54420456.313,0.95,25.16,70268828.873,1.23,1.25,buy,2022-05-11T19:18:29.317498Z,7995703,438.165
ticker,1294585301,WLUNA-USD,1.25,24.85,54420689.202,0.95,25.16,70269061.762,1.23,1.25,buy,2022-05-11T19:18:29.317498Z,7995704,232.889
ticker,1294585303,WLUNA-USD,1.25,24.85,54420691.457,0.95,25.16,70269064.017,1.23,1.25,buy,2022-05-11T19:18:29.317498Z,7995705,2.255
ticker,1294585305,WLUNA-USD,1.25,24.85,54421484.957,0.95,25.16,70269857.517,1.23,1.26,buy,2022-05-11T19:18:29.317498Z,7995706,793.5
ticker,1294585307,WLUNA-USD,1.26,24.85,54422997.143,0.95,25.16,70271369.703,1.23,1.26,buy,2022-05-11T19:18:29.317498Z,7995707,1512.186
ticker,1294585356,WLUNA-USD,1.26,24.85,54423005.854,0.95,25.16,70271378.414,1.25,1.26,buy,2022-05-11T19:18:29.622766Z,7995708,8.711
ticker,1294585366,WLUNA-USD,1.25,24.85,54423303.889,0.95,25.16,70271676.449,1.25,1.26,sell,2022-05-11T19:18:29.721382Z,7995709,298.035
ticker,1294585368,WLUNA-USD,1.25,24.85,54423324.634,0.95,25.16,70271697.194,1.24,1.26,sell,2022-05-11T19:18:29.721382Z,7995710,20.745
ticker,1294585377,WLUNA-USD,1.26,24.85,54423760.604,0.95,25.16,70272133.164,1.24,1.26,buy,2022-05-11T19:18:29.737614Z,7995711,435.97
ticker,1294585392,WLUNA-USD,1.26,24.85,54423762.156,0.95,25.16,70272134.716,1.24,1.26,buy,2022-05-11T19:18:30.041439Z,7995712,1.552
ticker,1294585414,WLUNA-USD,1.25,24.85,54423862.059,0.95,25.16,70272234.619,1.25,1.26,sell,2022-05-11T19:18:30.247132Z,7995713,99.903
ticker,1294585417,WLUNA-USD,1.25,24.85,54431362.041,0.95,25.16,70279734.601,1.25,1.26,sell,2022-05-11T19:18:30.258691Z,7995714,7499.982
ticker,1294585420,WLUNA-USD,1.25,24.85,54431369.223,0.95,25.16,70279741.783,1.25,1.26,sell,2022-05-11T19:18:30.271892Z,7995715,7.182
ticker,1294585428,WLUNA-USD,1.25,24.85,54431376.405,0.95,25.16,70279748.965,1.25,1.26,sell,2022-05-11T19:18:30.293550Z,7995716,7.182
ticker,1294585431,WLUNA-USD,1.25,24.85,54434873.156,0.95,25.16,70283245.716,1.25,1.26,sell,2022-05-11T19:18:30.294132Z,7995717,3496.751
ticker,1294585433,WLUNA-USD,1.25,24.85,54434875.919,0.95,25.16,70283248.479,1.25,1.26,sell,2022-05-11T19:18:30.294132Z,7995718,2.763
ticker,1294585435,WLUNA-USD,1.25,24.85,54437448.119,0.95,25.16,70285820.679,1.24,1.26,sell,2022-05-11T19:18:30.294132Z,7995719,2572.2
ticker,1294585437,WLUNA-USD,1.24,24.85,54437468.864,0.95,25.16,70285841.424,1.24,1.26,sell,2022-05-11T19:18:30.294132Z,7995720,20.745
ticker,1294585439,WLUNA-USD,1.24,24.85,54437584.793,0.95,25.16,70285957.353,1.23,1.26,sell,2022-05-11T19:18:30.294132Z,7995721,115.929
ticker,1294585441,WLUNA-USD,1.23,24.85,54437605.538,0.95,25.16,70285978.098,1.23,1.26,sell,2022-05-11T19:18:30.294132Z,7995722,20.745
ticker,1294585443,WLUNA-USD,1.23,24.85,54438205.467,0.95,25.16,70286578.027,1.23,1.26,sell,2022-05-11T19:18:30.294132Z,7995723,599.929
ticker,1294585445,WLUNA-USD,1.23,24.85,54438595.248,0.95,25.16,70286967.808,1.23,1.26,sell,2022-05-11T19:18:30.294132Z,7995724,389.781
ticker,1294585447,WLUNA-USD,1.23,24.85,54438823.75,0.95,25.16,70287196.31,1.22,1.26,sell,2022-05-11T19:18:30.294132Z,7995725,228.502
ticker,1294585486,WLUNA-USD,1.25,24.85,54438844.495,0.95,25.16,70287217.055,1.23,1.26,buy,2022-05-11T19:18:30.503606Z,7995726,20.745
ticker,1294585506,WLUNA-USD,1.26,24.85,54439094.495,0.95,25.16,70287467.055,1.25,1.26,buy,2022-05-11T19:18:30.804616Z,7995727,250.0
ticker,1294585517,WLUNA-USD,1.25,24.85,54439317.078,0.95,25.16,70287689.638,1.24,1.26,sell,2022-05-11T19:18:30.834050Z,7995728,222.583
ticker,1294585519,WLUNA-USD,1.24,24.85,54439324.26,0.95,25.16,70287696.82,1.23,1.26,sell,2022-05-11T19:18:30.834050Z,7995729,7.182
ticker,1294585552,WLUNA-USD,1.25,24.85,54439324.38,0.95,25.16,70287696.94,1.23,1.25,buy,2022-05-11T19:18:31.001313Z,7995730,0.12
ticker,1294585562,WLUNA-USD,1.23,24.85,54439762.545,0.95,25.16,70288135.105,1.23,1.25,sell,2022-05-11T19:18:31.372314Z,7995731,438.165
ticker,1294585564,WLUNA-USD,1.23,24.85,54439769.727,0.95,25.16,70288142.287,1.22,1.25,sell,2022-05-11T19:18:31.372314Z,7995732,7.182
ticker,1294585584,WLUNA-USD,1.24,24.85,54440235.929,0.95,25.16,70288608.489,1.24,1.25,sell,2022-05-11T19:18:31.407019Z,7995733,466.202
ticker,1294585605,WLUNA-USD,1.24,24.85,54440563.227,0.95,25.16,70288935.787,1.23,1.25,sell,2022-05-11T19:18:31.452409Z,7995734,327.298
ticker,1294585607,WLUNA-USD,1.23,24.85,54440573.131,0.95,25.16,70288945.691,1.22,1.25,sell,2022-05-11T19:18:31.452409Z,7995735,9.904
ticker,1294585643,WLUNA-USD,1.24,24.85,54440574.668,0.95,25.16,70288947.228,1.23,1.25,buy,2022-05-11T19:18:31.528368Z,7995736,1.537
ticker,1294585645,WLUNA-USD,1.25,24.85,54440595.293,0.95,25.16,70288967.853,1.23,1.25,buy,2022-05-11T19:18:31.528368Z,7995737,20.625
ticker,1294585647,WLUNA-USD,1.25,24.85,54440844.962,0.95,25.16,70289217.522,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995738,249.669
ticker,1294585649,WLUNA-USD,1.26,24.85,54441136.543,0.95,25.16,70289509.103,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995739,291.581
ticker,1294585651,WLUNA-USD,1.26,24.85,54441150.543,0.95,25.16,70289523.103,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995740,14.0
ticker,1294585653,WLUNA-USD,1.26,24.85,54441152.848,0.95,25.16,70289525.408,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995741,2.305
ticker,1294585655,WLUNA-USD,1.26,24.85,54441160.03,0.95,25.16,70289532.59,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995742,7.182
ticker,1294585657,WLUNA-USD,1.26,24.85,54441531.791,0.95,25.16,70289904.351,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995743,371.761
ticker,1294585659,WLUNA-USD,1.26,24.85,54442031.791,0.95,25.16,70290404.351,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995744,500.0
ticker,1294585661,WLUNA-USD,1.26,24.85,54442593.28,0.95,25.16,70290965.84,1.23,1.26,buy,2022-05-11T19:18:31.528368Z,7995745,561.489
ticker,1294585667,WLUNA-USD,1.23,24.85,54442595.727,0.95,25.16,70290968.287,1.22,1.26,sell,2022-05-11T19:18:31.542754Z,7995746,2.447
ticker,1294585701,WLUNA-USD,1.25,24.85,54442597.912,0.95,25.16,70290970.472,1.23,1.25,buy,2022-05-11T19:18:31.619819Z,7995747,2.185
ticker,1294585720,WLUNA-USD,1.24,24.85,54442976.112,0.95,25.16,70291348.672,1.24,1.25,sell,2022-05-11T19:18:32.022640Z,7995748,378.2
ticker,1294585722,WLUNA-USD,1.24,24.85,54442978.297,0.95,25.16,70291350.857,1.23,1.25,sell,2022-05-11T19:18:32.022640Z,7995749,2.185
ticker,1294585724,WLUNA-USD,1.23,24.85,54442985.479,0.95,25.16,70291358.039,1.23,1.25,sell,2022-05-11T19:18:32.022640Z,7995750,7.182
ticker,1294585726,WLUNA-USD,1.23,24.85,54443233.448,0.95,25.16,70291606.008,1.23,1.25,sell,2022-05-11T19:18:32.022640Z,7995751,247.969
ticker,1294585728,WLUNA-USD,1.23,24.85,54443247.448,0.95,25.16,70291620.008,1.23,1.25,sell,2022-05-11T19:18:32.022640Z,7995752,14.0
ticker,1294585730,WLUNA-USD,1.23,24.85,54443249.83,0.95,25.16,70291622.39,1.22,1.25,sell,2022-05-11T19:18:32.022640Z,7995753,2.382
ticker,1294585783,WLUNA-USD,1.23,24.85,54443252.252,0.95,25.16,70291624.812,1.23,1.25,sell,2022-05-11T19:18:32.379848Z,7995754,2.422
ticker,1294585785,WLUNA-USD,1.23,24.85,54443254.437,0.95,25.16,70291626.997,1.22,1.25,sell,2022-05-11T19:18:32.379848Z,7995755,2.185
ticker,1294585830,WLUNA-USD,1.23,24.85,54443489.785,0.95,25.16,70291862.345,1.23,1.25,sell,2022-05-11T19:18:32.554784Z,7995756,235.348
ticker,1294585832,WLUNA-USD,1.23,24.85,54443740.895,0.95,25.16,70292113.455,1.22,1.25,sell,2022-05-11T19:18:32.554784Z,7995757,251.11
ticker,1294585885,WLUNA-USD,1.22,24.85,54443905.556,0.95,25.16,70292278.116,1.22,1.24,sell,2022-05-11T19:18:33.091807Z,7995758,164.661
ticker,1294585930,WLUNA-USD,1.23,24.85,54443910.75,0.95,25.16,70292283.31,1.22,1.24,buy,2022-05-11T19:18:33.361142Z,7995759,5.194
ticker,1294585932,WLUNA-USD,1.24,24.85,54443931.495,0.95,25.16,70292304.055,1.22,1.25,buy,2022-05-11T19:18:33.361142Z,7995760,20.745
ticker,1294585934,WLUNA-USD,1.25,24.85,54443933.933,0.95,25.16,70292306.493,1.22,1.25,buy,2022-05-11T19:18:33.361142Z,7995761,2.438
ticker,1294585967,WLUNA-USD,1.23,24.85,54443943.233,0.95,25.16,70292315.793,1.22,1.25,sell,2022-05-11T19:18:33.452126Z,7995762,9.3
ticker,1294586031,WLUNA-USD,1.24,24.85,54443946.004,0.95,25.16,70292318.564,1.22,1.24,buy,2022-05-11T19:18:33.622845Z,7995763,2.771
ticker,1294586033,WLUNA-USD,1.24,24.85,54443966.749,0.95,25.16,70292339.309,1.22,1.24,buy,2022-05-11T19:18:33.622845Z,7995764,20.745
ticker,1294586035,WLUNA-USD,1.24,24.85,54444263.176,0.95,25.16,70292635.736,1.22,1.24,buy,2022-05-11T19:18:33.622845Z,7995765,296.427
ticker,1294586144,WLUNA-USD,1.25,24.85,54444277.176,0.95,25.16,70292649.736,1.23,1.25,buy,2022-05-11T19:18:33.901841Z,7995766,14.0
ticker,1294586146,WLUNA-USD,1.25,24.85,54444279.615,0.95,25.16,70292652.175,1.23,1.25,buy,2022-05-11T19:18:33.901841Z,7995767,2.439
ticker,1294586148,WLUNA-USD,1.25,24.85,54444422.538,0.95,25.16,70292795.098,1.23,1.25,buy,2022-05-11T19:18:33.901841Z,7995768,142.923
ticker,1294586170,WLUNA-USD,1.24,24.85,54444449.031,0.95,25.16,70292821.591,1.23,1.24,buy,2022-05-11T19:18:33.983526Z,7995769,26.493
ticker,1294586173,WLUNA-USD,1.23,24.85,54444469.776,0.95,25.16,70292842.336,1.23,1.24,sell,2022-05-11T19:18:33.984036Z,7995770,20.745
ticker,1294586175,WLUNA-USD,1.23,24.85,54444471.755,0.95,25.16,70292844.315,1.22,1.24,sell,2022-05-11T19:18:33.984036Z,7995771,1.979
ticker,1294586192,WLUNA-USD,1.23,24.85,54444475.136,0.95,25.16,70292847.696,1.22,1.24,sell,2022-05-11T19:18:34.022208Z,7995772,3.381
ticker,1294586212,WLUNA-USD,1.24,24.85,54444524.408,0.95,25.16,70292896.968,1.22,1.24,buy,2022-05-11T19:18:34.100647Z,7995773,49.272
ticker,1294586225,WLUNA-USD,1.24,24.85,54444543.37,0.95,25.16,70292915.93,1.23,1.24,buy,2022-05-11T19:18:34.128139Z,7995774,18.962
ticker,1294586307,WLUNA-USD,1.24,24.85,54444561.93,0.95,25.16,70292934.49,1.24,1.25,sell,2022-05-11T19:18:34.400894Z,7995775,18.56
ticker,1294586309,WLUNA-USD,1.24,24.85,54444601.93,0.95,25.16,70292974.49,1.23,1.25,sell,2022-05-11T19:18:34.400894Z,7995776,40.0
ticker,1294586311,WLUNA-USD,1.23,24.85,54444830.087,0.95,25.16,70293202.647,1.23,1.25,sell,2022-05-11T19:18:34.400894Z,7995777,228.157
ticker,1294586324,WLUNA-USD,1.23,24.85,54444848.647,0.95,25.16,70293221.207,1.22,1.24,sell,2022-05-11T19:18:34.429109Z,7995778,18.56
ticker,1294586418,WLUNA-USD,1.24,24.85,54444850.132,0.95,25.16,70293222.692,1.23,1.25,buy,2022-05-11T19:18:34.860257Z,7995779,1.485
ticker,1294586420,WLUNA-USD,1.25,24.85,54445086.652,0.95,25.16,70293459.212,1.23,1.26,buy,2022-05-11T19:18:34.860257Z,7995780,236.52
ticker,1294586422,WLUNA-USD,1.26,24.85,54445100.652,0.95,25.16,70293473.212,1.23,1.26,buy,2022-05-11T19:18:34.860257Z,7995781,14.0
ticker,1294586424,WLUNA-USD,1.26,24.85,54445351.762,0.95,25.16,70293724.322,1.23,1.27,buy,2022-05-11T19:18:34.860257Z,7995782,251.11
ticker,1294586426,WLUNA-USD,1.27,24.85,54445590.813,0.95,25.16,70293963.373,1.23,1.27,buy,2022-05-11T19:18:34.860257Z,7995783,239.051
ticker,1294586428,WLUNA-USD,1.27,24.85,54445951.087,0.95,25.16,70294323.647,1.23,1.27,buy,2022-05-11T19:18:34.860257Z,7995784,360.274
ticker,1294586430,WLUNA-USD,1.27,24.85,54445958.269,0.95,25.16,70294330.829,1.23,1.28,buy,2022-05-11T19:18:34.860257Z,7995785,7.182
ticker,1294586487,WLUNA-USD,1.24,24.85,54445979.014,0.95,25.16,70294351.574,1.23,1.25,buy,2022-05-11T19:18:34.920302Z,7995786,20.745
ticker,1294586489,WLUNA-USD,1.25,24.85,54445999.759,0.95,25.16,70294372.319,1.23,1.27,buy,2022-05-11T19:18:34.920302Z,7995787,20.745
ticker,1294586491,WLUNA-USD,1.27,24.85,54446004.364,0.95,25.16,70294376.924,1.23,1.27,buy,2022-05-11T19:18:34.920302Z,7995788,4.605
ticker,1294586518,WLUNA-USD,1.24,24.85,54446255.474,0.95,25.16,70294628.034,1.23,1.26,sell,2022-05-11T19:18:34.956760Z,7995789,251.11
ticker,1294586520,WLUNA-USD,1.23,24.85,54446257.961,0.95,25.16,70294630.521,1.23,1.26,sell,2022-05-11T19:18:34.956760Z,7995790,2.487
ticker,1294586522,WLUNA-USD,1.23,24.85,54446265.143,0.95,25.16,70294637.703,1.23,1.26,sell,2022-05-11T19:18:34.956760Z,7995791,7.182
ticker,1294586524,WLUNA-USD,1.23,24.85,54446497.962,0.95,25.16,70294870.522,1.23,1.26,sell,2022-05-11T19:18:34.956760Z,7995792,232.819
ticker,1294586526,WLUNA-USD,1.23,24.85,54446732.806,0.95,25.16,70295105.366,1.23,1.26,sell,2022-05-11T19:18:34.956760Z,7995793,234.844
ticker,1294586528,WLUNA-USD,1.23,24.85,54446782.806,0.95,25.16,70295155.366,1.22,1.26,sell,2022-05-11T19:18:34.956760Z,7995794,50.0
ticker,1294586530,WLUNA-USD,1.22,24.85,54453504.346,0.95,25.16,70301876.906,1.22,1.26,sell,2022-05-11T19:18:34.956760Z,7995795,6721.54
ticker,1294586561,WLUNA-USD,1.24,24.85,54453559.625,0.95,25.16,70301932.185,1.22,1.24,buy,2022-05-11T19:18:34.994660Z,7995796,55.279
ticker,1294586573,WLUNA-USD,1.24,24.85,54453563.75,0.95,25.16,70301936.31,1.23,1.24,buy,2022-05-11T19:18:35.012377Z,7995797,4.125
ticker,1294586576,WLUNA-USD,1.23,24.85,54453566.212,0.95,25.16,70301938.772,1.22,1.24,sell,2022-05-11T19:18:35.015743Z,7995798,2.462
ticker,1294586619,WLUNA-USD,1.23,24.85,54453570.083,0.95,25.16,70301942.643,1.22,1.24,buy,2022-05-11T19:18:35.186026Z,7995799,3.871
ticker,1294586621,WLUNA-USD,1.24,24.85,54453571.212,0.95,25.16,70301943.772,1.22,1.24,buy,2022-05-11T19:18:35.186026Z,7995800,1.129
ticker,1294586670,WLUNA-USD,1.24,24.85,54453571.615,0.95,25.16,70301944.175,1.23,1.24,buy,2022-05-11T19:18:35.309539Z,7995801,0.403
ticker,1294586717,WLUNA-USD,1.24,24.85,54453589.772,0.95,25.16,70301962.332,1.23,1.24,buy,2022-05-11T19:18:35.567260Z,7995802,18.157
ticker,1294586719,WLUNA-USD,1.24,24.85,54453591.043,0.95,25.16,70301963.603,1.23,1.24,buy,2022-05-11T19:18:35.567260Z,7995803,1.271
ticker,1294586721,WLUNA-USD,1.24,24.85,54453592.34,0.95,25.16,70301964.9,1.23,1.25,buy,2022-05-11T19:18:35.567260Z,7995804,1.297
ticker,1294586723,WLUNA-USD,1.25,24.85,54453731.461,0.95,25.16,70302104.021,1.23,1.25,buy,2022-05-11T19:18:35.567260Z,7995805,139.121
ticker,1294586733,WLUNA-USD,1.23,24.85,54453896.061,0.95,25.16,70302268.621,1.23,1.25,sell,2022-05-11T19:18:35.592583Z,7995806,164.6
ticker,1294586735,WLUNA-USD,1.23,24.85,54453916.806,0.95,25.16,70302289.366,1.22,1.25,sell,2022-05-11T19:18:35.592583Z,7995807,20.745
ticker,1294586744,WLUNA-USD,1.25,24.85,54453956.927,0.95,25.16,70302329.487,1.22,1.25,buy,2022-05-11T19:18:35.625733Z,7995808,40.121
ticker,1294586792,WLUNA-USD,1.24,24.85,54453959.364,0.95,25.16,70302331.924,1.22,1.24,buy,2022-05-11T19:18:35.894170Z,7995809,2.437
ticker,1294586794,WLUNA-USD,1.24,24.85,54453980.109,0.95,25.16,70302352.669,1.22,1.24,buy,2022-05-11T19:18:35.894170Z,7995810,20.745
ticker,1294586796,WLUNA-USD,1.24,24.85,54454036.811,0.95,25.16,70302409.371,1.22,1.24,buy,2022-05-11T19:18:35.894170Z,7995811,56.702
ticker,1294586825,WLUNA-USD,1.22,24.85,54458384.672,0.95,25.16,70306757.232,1.22,1.24,sell,2022-05-11T19:18:36.135177Z,7995812,4347.861
ticker,1294586834,WLUNA-USD,1.23,24.85,54458391.854,0.95,25.16,70306764.414,1.23,1.24,sell,2022-05-11T19:18:36.152777Z,7995813,7.182
ticker,1294586837,WLUNA-USD,1.23,24.85,54458405.417,0.95,25.16,70306777.977,1.22,1.24,sell,2022-05-11T19:18:36.157989Z,7995814,13.563
ticker,1294586907,WLUNA-USD,1.24,24.85,54458407.793,0.95,25.16,70306780.353,1.23,1.25,buy,2022-05-11T19:18:36.418874Z,7995815,2.376
ticker,1294586909,WLUNA-USD,1.25,24.85,54458413.388,0.95,25.16,70306785.948,1.23,1.25,buy,2022-05-11T19:18:36.418874Z,7995816,5.595
ticker,1294586925,WLUNA-USD,1.25,24.85,54458417.24,0.95,25.16,70306789.8,1.23,1.25,buy,2022-05-11T19:18:36.484944Z,7995817,3.852
ticker,1294586948,WLUNA-USD,1.24,24.85,54458425.694,0.95,25.16,70306798.254,1.23,1.24,buy,2022-05-11T19:18:36.536817Z,7995818,8.454
ticker,1294586978,WLUNA-USD,1.24,24.85,54459376.466,0.95,25.16,70307749.026,1.22,1.24,buy,2022-05-11T19:18:36.633449Z,7995819,950.772
ticker,1294586986,WLUNA-USD,1.24,24.85,54459380.094,0.95,25.16,70307752.654,1.22,1.24,buy,2022-05-11T19:18:36.647796Z,7995820,3.628
ticker,1294586988,WLUNA-USD,1.24,24.85,54459382.411,0.95,25.16,70307754.971,1.22,1.25,buy,2022-05-11T19:18:36.647796Z,7995821,2.317
ticker,1294586990,WLUNA-USD,1.25,24.85,54459383.648,0.95,25.16,70307756.208,1.22,1.25,buy,2022-05-11T19:18:36.647796Z,7995822,1.237
ticker,1294587048,WLUNA-USD,1.24,24.85,54459385.907,0.95,25.16,70307758.467,1.23,1.24,buy,2022-05-11T19:18:36.930058Z,7995823,2.259
ticker,1294587050,WLUNA-USD,1.24,24.85,54459398.198,0.95,25.16,70307770.758,1.23,1.25,buy,2022-05-11T19:18:36.930058Z,7995824,12.291
ticker,1294587052,WLUNA-USD,1.25,24.85,54459421.562,0.95,25.16,70307794.122,1.23,1.25,buy,2022-05-11T19:18:36.930058Z,7995825,23.364
ticker,1294587081,WLUNA-USD,1.24,24.85,54459423.764,0.95,25.16,70307796.324,1.23,1.25,buy,2022-05-11T19:18:37.010892Z,7995826,2.202
ticker,1294587083,WLUNA-USD,1.25,24.85,54459458.84,0.95,25.16,70307831.4,1.23,1.25,buy,2022-05-11T19:18:37.010892Z,7995827,35.076
ticker,1294587122,WLUNA-USD,1.25,24.85,54459698.499,0.95,25.16,70308071.059,1.23,1.25,buy,2022-05-11T19:18:37.184406Z,7995828,239.659
ticker,1294587131,WLUNA-USD,1.23,24.85,54459719.244,0.95,25.16,70308091.804,1.22,1.25,sell,2022-05-11T19:18:37.336685Z,7995829,20.745
ticker,1294587217,WLUNA-USD,1.23,24.85,54459739.989,0.95,25.16,70308112.549,1.23,1.24,sell,2022-05-11T19:18:37.676211Z,7995830,20.745
ticker,1294587219,WLUNA-USD,1.23,24.85,54464617.225,0.95,25.16,70312989.785,1.23,1.24,sell,2022-05-11T19:18:37.676211Z,7995831,4877.236
ticker,1294587221,WLUNA-USD,1.23,24.85,54465417.125,0.95,25.16,70313789.685,1.22,1.24,sell,2022-05-11T19:18:37.676211Z,7995832,799.9
ticker,1294587223,WLUNA-USD,1.22,24.85,54466905.058,0.95,25.16,70315277.618,1.22,1.24,sell,2022-05-11T19:18:37.676211Z,7995833,1487.933
ticker,1294587225,WLUNA-USD,1.22,24.85,54466919.058,0.95,25.16,70315291.618,1.22,1.24,sell,2022-05-11T19:18:37.676211Z,7995834,14.0
ticker,1294587227,WLUNA-USD,1.22,24.85,54466937.618,0.95,25.16,70315310.178,1.22,1.24,sell,2022-05-11T19:18:37.676211Z,7995835,18.56
ticker,1294587229,WLUNA-USD,1.22,24.85,54466963.417,0.95,25.16,70315335.977,1.22,1.24,sell,2022-05-11T19:18:37.676211Z,7995836,25.799
ticker,1294587231,WLUNA-USD,1.22,24.85,54467219.226,0.95,25.16,70315591.786,1.22,1.24,sell,2022-05-11T19:18:37.676211Z,7995837,255.809
ticker,1294587287,WLUNA-USD,1.24,24.85,54467221.373,0.95,25.16,70315593.933,1.23,1.24,buy,2022-05-11T19:18:37.941192Z,7995838,2.147
ticker,1294587289,WLUNA-USD,1.24,24.85,54467242.118,0.95,25.16,70315614.678,1.23,1.25,buy,2022-05-11T19:18:37.941192Z,7995839,20.745
ticker,1294587291,WLUNA-USD,1.25,24.85,54467315.543,0.95,25.16,70315688.103,1.23,1.25,buy,2022-05-11T19:18:37.941192Z,7995840,73.425
ticker,1294587363,WLUNA-USD,1.23,24.85,54467735.732,0.95,25.16,70316108.292,1.23,1.24,sell,2022-05-11T19:18:38.209265Z,7995841,420.189
ticker,1294587365,WLUNA-USD,1.23,24.85,54467737.917,0.95,25.16,70316110.477,1.22,1.24,sell,2022-05-11T19:18:38.209265Z,7995842,2.185
ticker,1294587367,WLUNA-USD,1.22,24.85,54468593.108,0.95,25.16,70316965.668,1.22,1.24,sell,2022-05-11T19:18:38.209265Z,7995843,855.191
ticker,1294587369,WLUNA-USD,1.22,24.85,54469178.216,0.95,25.16,70317550.776,1.22,1.24,sell,2022-05-11T19:18:38.209265Z,7995844,585.108
ticker,1294587371,WLUNA-USD,1.22,24.85,54470792.516,0.95,25.16,70319165.076,1.21,1.24,sell,2022-05-11T19:18:38.209265Z,7995845,1614.3
ticker,1294587404,WLUNA-USD,1.22,24.85,54470797.511,0.95,25.16,70319170.071,1.22,1.23,sell,2022-05-11T19:18:38.240947Z,7995846,4.995
