type,sequence,product_id,price,open_24h,volume_24h,low_24h,high_24h,volume_30d,best_bid,best_ask,side,time,trade_id,last_size
ticker,1294544774,WLUNA-USD,1.32,24.85,53494291.643,0.95,25.16,69342664.203,1.32,1.34,sell,2022-05-11T19:15:23.736469Z,7992406,12.668
ticker,1294544783,WLUNA-USD,1.33,24.85,53494298.825,0.95,25.16,69342671.385,1.33,1.34,sell,2022-05-11T19:15:23.797375Z,7992407,7.182
ticker,1294544785,WLUNA-USD,1.33,24.85,53494301.318,0.95,25.16,69342673.878,1.32,1.34,sell,2022-05-11T19:15:23.797375Z,7992408,2.493
ticker,1294544787,WLUNA-USD,1.32,24.85,53494301.647,0.95,25.16,69342674.207,1.32,1.34,sell,2022-05-11T19:15:23.797375Z,7992409,0.329
ticker,1294544797,WLUNA-USD,1.33,24.85,53494308.829,0.95,25.16,69342681.389,1.32,1.34,sell,2022-05-11T19:15:23.825094Z,7992410,7.182
ticker,1294544799,WLUNA-USD,1.32,24.85,53494346.807,0.95,25.16,69342719.367,1.32,1.34,sell,2022-05-11T19:15:23.825094Z,7992411,37.978
ticker,1294544806,WLUNA-USD,1.32,24.85,53500958.634,0.95,25.16,69349331.194,1.32,1.33,sell,2022-05-11T19:15:23.855193Z,7992412,6611.827
ticker,1294544808,WLUNA-USD,1.32,24.85,53500958.734,0.95,25.16,69349331.294,1.32,1.33,sell,2022-05-11T19:15:23.855193Z,7992413,0.1
ticker,1294544810,WLUNA-USD,1.32,24.85,53501846.789,0.95,25.16,69350219.349,1.32,1.33,sell,2022-05-11T19:15:23.855193Z,7992414,888.055
ticker,1294544825,WLUNA-USD,1.32,24.85,53501853.971,0.95,25.16,69350226.531,1.32,1.33,sell,2022-05-11T19:15:24.019597Z,7992415,7.182
ticker,1294544832,WLUNA-USD,1.32,24.85,53501861.153,0.95,25.16,69350233.713,1.32,1.33,sell,2022-05-11T19:15:24.044752Z,7992416,7.182
ticker,1294544836,WLUNA-USD,1.32,24.85,53501951.018,0.95,25.16,69350323.578,1.32,1.33,sell,2022-05-11T19:15:24.227224Z,7992417,89.865
ticker,1294544839,WLUNA-USD,1.33,24.85,53501958.2,0.95,25.16,69350330.76,1.32,1.34,buy,2022-05-11T19:15:24.240502Z,7992418,7.182
ticker,1294544841,WLUNA-USD,1.34,24.85,53502240.7,0.95,25.16,69350613.26,1.32,1.34,buy,2022-05-11T19:15:24.240502Z,7992419,282.5
